comment,date,day,time
Lassaad Bettaieb As long as Messi is in the team we will be fine fr fr,2023-11-23,Thursday,13:00:00
Lassaad Bettaieb I don't think he is,2023-11-23,Thursday,13:00:00
Laura Perez di Maria carried Argentina but Messi was getting all the glory,2023-11-23,Thursday,13:00:00
"Betting fan\nSearch for ""ARLOBET1"" on tele gram and join the Channel his football tips are amazing",2023-11-23,Thursday,13:00:00
"Laura Perez I'm a messi fan too, messi is the legacy of Argentina 🇦🇷 Di Maria is a main part of such a legacy",2023-11-23,Thursday,13:00:00
Aya Ella so you don't care about Argentina footballers...a\nnd never appreciate such stars,2023-11-23,Thursday,13:00:00
He has been a great joy to watch. Thanks for all the beautiful memoirs champ...,2023-11-23,Thursday,21:00:00
the true reason argentina won the world cup,2023-11-23,Thursday,21:00:00
"Personally, I feel there's no Messi without Di Maria when it comes to National team performance",2023-11-23,Thursday,13:00:00
This guy was the real player of the tournament for argentina's world cup victory,2023-11-23,Thursday,23:00:00
You're the really GOAT after messi and you've achieved what will take Ronaldo 100yrs to achieve,2023-11-23,Thursday,13:00:00
Messi should be thankful on what this man has added to his career,2023-11-23,Thursday,14:00:00
Give him the ballon d oro!!!,2023-11-23,Thursday,13:00:00
And joining inter Miami???,2023-11-23,Thursday,14:00:00
What a legend of the game. In 2014 he could have helped Argentina win WC if it was not for an injury,2023-11-23,Thursday,13:00:00
He always presents his game in an unique way. Just unstoppable. Love this man 👊,2023-11-23,Thursday,20:00:00
He won the everything 😍,2023-11-23,Thursday,13:00:00
"Most loved person in football, the man of the big finals... finally we are to miss you!",2023-11-23,Thursday,15:00:00
They owe him so much gratitude. An absolute Argentinian great. There would be no Copa America title or Word Cup title without Di Maria. My greatest respect to him.,2023-11-23,Thursday,14:00:00
"Legends all over""",2023-11-23,Thursday,13:00:00
"Love this man, Happy retirement Angelo Di Maria, Legend of the game",2023-11-23,Thursday,17:00:00
"Legend, my favourite",2023-11-23,Thursday,17:00:00
Retirement is best at have good positions 👌,2023-11-23,Thursday,14:00:00
Keep well Angelo,2023-11-23,Thursday,14:00:00
Probably theeee best clutch player in football history in terms of finals.,2023-11-23,Thursday,15:00:00
I love the man he is really a star,2023-11-23,Thursday,15:00:00
The only loveable and genuine player in Argentina .,2023-11-23,Thursday,14:00:00
Talk about Clutch players. Angel Di Maria,2023-11-23,Thursday,13:00:00
What a legend,2023-11-23,Thursday,13:00:00
The man who made it happen for Argentina,2023-11-23,Thursday,13:00:00
Football tomake miss korbe,2023-11-23,Thursday,13:00:00
legend 🖤,2023-11-23,Thursday,21:00:00
💜❤️🇦🇷🇦🇷,2023-11-23,Thursday,23:13:00
🇦🇷🔥,2023-11-23,Thursday,23:13:00
Strong words from Rodrigo De Paul after Argentina's win over Brazil 🇦🇷,2023-11-23,Thursday,13:00:00
"Everybody knows Messi and FIFA rigged the world cup and Ballon d'ors, that's why Christiano Ronaldo🐐 is the greatest to all Argentina and Barca fans 👌💯✨",2023-11-23,Thursday,13:00:00
ʚĭɞ Heñiissy ʚĭɞ Cry more baby 🤣🤣,2023-11-23,Thursday,13:00:00
Argentina's player of the last World cup. The guy was fantastic and outshone Messi.,2023-11-23,Thursday,22:00:00
Then it will be the noblest ending... in history!😩,2023-11-23,Thursday,16:00:00
Go and rest at least you have something to celebrate.,2023-11-23,Thursday,14:00:00
He's not the best player tbh,2023-11-23,Thursday,13:00:00
Aya Ella he is a best Player for Every big game,2023-11-23,Thursday,13:00:00
We will miss the second best player after Messi 😭,2023-11-23,Thursday,13:00:00
হাস্যকর....\n😃\nওরা বছরে ৩ বার অবসর নে😃,2023-11-23,Thursday,13:00:00
Pujan Sarkar হাস্যকর 🥴,2023-11-23,Thursday,13:00:00
RIP in adv bruh. Thanks for what you did to Messi.,2023-11-23,Thursday,13:00:00
Thank you Angel di Maria for your contribution,2023-11-23,Thursday,21:00:00
The man behind Argentina recent successes in recent years,2023-11-23,Thursday,13:00:00
"Betting fans\nSearch for ""ARLOBET1"" on tele gram and join the Channel his football tips are amazing, best tipster so far in football",2023-11-23,Thursday,13:00:00
U will be mkssed,2023-11-23,Thursday,13:00:00
See you again ❤️,2023-11-23,Thursday,13:00:00
Angel Di María You were my guy. The biggest on the biggest occasions.🙏,2023-11-23,Thursday,13:00:00
Love you man 👊,2023-11-23,Thursday,13:00:00
Congrats,2023-11-23,Thursday,13:00:00
Piece by piece. An Era of unforgettable experience of watching legends is coming to an end ✌😭❤⚽ Thank uu @DI Maria,2023-11-23,Thursday,13:00:00
Certified Sthape really,2023-11-23,Thursday,14:00:00
Excellent player,2023-11-23,Thursday,17:00:00
Y,2023-11-23,Thursday,15:00:00
❤️❤️❤️ Di Maria.,2023-11-23,Thursday,13:00:00
the most underrated Argentinean player…,2023-11-23,Thursday,14:00:00
Fabian D'Cruz,2023-11-23,Thursday,13:00:00
Michael Fox was actually one of United's good signings until things derailed,2023-11-23,Thursday,13:00:00
"Betting fans\nSearch for ""ARLOBET1"" on tele gram and join the Channel his football tips are amazing, best tipster so far in football",2023-11-23,Thursday,13:00:00
😭😭,2023-11-23,Thursday,13:00:00
💙🖤,2023-11-23,Thursday,19:00:00
0713248659,2023-11-23,Thursday,23:00:00
"I\'M PAYING 5 GRANDS TO The First\n7 People To Message Me ""Difficult TIMES""\nCus I\'m Blessed Being A millionaire🤭",2023-11-23,Thursday,13:00:00
Messi must follow him,2023-11-23,Thursday,21:00:00
Big game 💪 player 💯,2023-11-23,Thursday,13:00:00
King🤲🤲✌️,2023-11-23,Thursday,13:00:00
"Without Di Maria , Messi will keep Crying",2023-11-23,Thursday,13:00:00
"Mustapha Muhammad Goni Hassan it's a team work Oga. The goal he scored during the final, go watch who created the first pass and move.\n\nAll this penaldo boys. Keep crying",2023-11-23,Thursday,14:00:00
Onyia Solomon Di Maria did well for Argentina,2023-11-23,Thursday,14:00:00
Mustapha Muhammad Goni Hassan that's what you should say not bringing messi to the picture,2023-11-23,Thursday,14:00:00
"Onyia Solomon if not because of him,Messi will not win any big trophy",2023-11-23,Thursday,14:00:00
Mustapha Muhammad Goni Hassan Explain why please? Did he score from post to post?\n\nDid he score the final penalty kick?\n\nWhat your point? Make it clear bro,2023-11-23,Thursday,14:00:00
Onyia Solomon please do'nt disturb I'm busy,2023-11-23,Thursday,14:00:00
Onyia Solomon,2023-11-23,Thursday,14:00:00
Mustapha Muhammad Goni Hassan you have no point to back what you are saying. Goodnight,2023-11-23,Thursday,14:00:00
Finally nothingham can lose in peace😒,2023-11-23,Thursday,12:00:00
Xavier. Haaaah Xavierr,2023-11-23,Thursday,12:00:00
"Betting fan\nSearch for ""ARLOBET1"" on tele gram and join the Channel his football tips are amazing",2023-11-23,Thursday,13:00:00
With or without him my country Nigeria will be eliminated in the round of 16.,2023-11-23,Thursday,12:00:00
Samos Parlots Junior 💯😊,2023-11-23,Thursday,13:00:00
"Samos Parlots Junior you’re not even a Nigerian , full of hates",2023-11-23,Thursday,19:00:00
I pity him but won't miss him. Awoniyi has never been prolific in the Super Eagles.,2023-11-23,Thursday,12:00:00
Kolawole Salami I think this major players are faking injuries Based on the information of their clubs,2023-11-23,Thursday,12:00:00
Kolawole Salami him and Lookman.,2023-11-23,Thursday,13:00:00
"football betting fan\nSearch for ""ARLOBET1""on telegram and join the Channel his football tips are amazing.",2023-11-23,Thursday,13:00:00
Kolawole Salami Only complains. No appreciation. Cheiii Nigeria my country.,2023-11-23,Thursday,14:00:00
Hard luck to him+no one cares.,2023-11-23,Thursday,12:00:00
Ezege-Van P Abuchi Ali Dem go just come back naija de play nonsense,2023-11-23,Thursday,13:00:00
Kosi So I weak.,2023-11-23,Thursday,15:00:00
Good news,2023-11-23,Thursday,12:00:00
Get well soon bro🇳🇬,2023-11-23,Thursday,12:00:00
Get well soonest,2023-11-23,Thursday,14:00:00
"Will be missed most by Nottingham forest 😢\nSo far Nigeria 🇳🇬 have osimeh and kelechi fit,they are good to go",2023-11-23,Thursday,12:00:00
Is it during the qualifier he has the injury if Yes let them use hot water with aboliki or ero alake and thank me later🏃,2023-11-23,Thursday,13:00:00
What did he do vs Lesotho and Zimbabwe,2023-11-23,Thursday,12:00:00
ابراهيم عولاينكا بن مصطفى\nhe was preparing to get injured,2023-11-23,Thursday,15:00:00
We have Boniface 💜 quick recovery IJN,2023-11-23,Thursday,12:00:00
Finally nothingham can lose in peace😒,2023-11-23,Thursday,12:00:00
Good for him as others are going to be embarrassed,2023-11-23,Thursday,23:48:00
He won't be missed,2023-11-23,Thursday,12:00:00
لا اعرف من سيقرا تعليقي لكن اسال الله ان يرزقك الجنة وحسن الخاتمه والبركة في العمر وصحة في البدن من قراها يضع قلبا ويتابعنا وجزاكم الله خير 🌸❤️,2023-11-23,Thursday,13:00:00
Betting against Nottingham in peace,2023-11-23,Thursday,12:00:00
Fifa should do what is doing to such players in Europe with their respective clubs 😘,2023-11-23,Thursday,12:00:00
Ed Win which is?,2023-11-23,Thursday,13:00:00
Solomon Wiseone compensation for each player injured during international games like the case for Vini jr and Gavi,2023-11-23,Thursday,14:00:00
Ed Win who gets the compensation?\nThe country?,2023-11-23,Thursday,14:00:00
Solomon Wiseone the respective clubs according to the period the player is benched,2023-11-23,Thursday,14:00:00
He's not our problem pasero should just get one year injury,2023-11-23,Thursday,13:00:00
"Forget which kind of injury na, he doesn't want to play neh... Una go hear the next players",2023-11-23,Thursday,12:00:00
Hussyn Nuhu Bikkos Stop concluding,2023-11-23,Thursday,23:49:00
Don't worry even tho he play same things go happen like them go eliminate us brother,2023-11-23,Thursday,12:00:00
"I KNOW WE DON'T KNOW EACH OTHER 🥺🥺❤️🙏BUT TO EVERYONE WHO IS READING THIS NOW,I WISH YOU ALL THE BEST IN LIFE AND GOD BLESS YOU. 💗I wish to be followed by you ❤️🥺",2023-11-23,Thursday,12:00:00
Will be missed more by Nottingham Forest.,2023-11-23,Thursday,12:00:00
"We have many strikers so there's no problem,I only feel for Forrest",2023-11-23,Thursday,12:00:00
Come back stronger Taiwo ❤️,2023-11-23,Thursday,13:00:00
This is a sad news super eagles,2023-11-23,Thursday,12:00:00
back in my days some players played with injury when country called,2023-11-23,Thursday,12:00:00
Wetin be play before,2023-11-23,Thursday,13:00:00
I bet Awoniyi to score against Brighton,2023-11-23,Thursday,12:00:00
"We have alternatives...\n. Boniface, Osihmen , Orban and the rest",2023-11-23,Thursday,12:00:00
So our new coach is going to miss him!,2023-11-23,Thursday,12:00:00
Yahaya Usman which new coach,2023-11-23,Thursday,13:00:00
Nottingham are in serious trouble,2023-11-23,Thursday,12:00:00
Time to recall gift orban....,2023-11-23,Thursday,12:00:00
Fastest recovery man,2023-11-23,Thursday,21:00:00
Quick recovery bro,2023-11-23,Thursday,12:00:00
"Naija gat no team for the AFCON if Uzoho and that their coach still dey with them. Hard luck guy, may you recover quickly.",2023-11-23,Thursday,12:00:00
Our Aje butter striker,2023-11-23,Thursday,13:00:00
"They don't qualify now, or u mean missing it on his television?",2023-11-23,Thursday,12:00:00
When is Afcon please?,2023-11-23,Thursday,12:00:00
Déø Gilbértøh january,2023-11-23,Thursday,12:00:00
Déø Gilbértøh Next two Months Sir.,2023-11-23,Thursday,12:00:00
Déø Gilbértøh January next year precisely.,2023-11-23,Thursday,12:00:00
Speedy recovery 🙏,2023-11-23,Thursday,23:00:00
When is AFCON,2023-11-23,Thursday,16:00:00
We must cure him with local herbs so that he won't miss out,2023-11-23,Thursday,12:00:00
"Its almost 7 weeks left for afcon to begin, but groin can last to 4 weeks",2023-11-23,Thursday,12:00:00
Get well soon 🙏,2023-11-23,Thursday,12:00:00
Get back stronger,2023-11-23,Thursday,22:00:00
Quick recovery ❤️\u200d🩹,2023-11-23,Thursday,12:00:00
We are with you. Come back strong champ.💪🏿,2023-11-23,Thursday,12:00:00
Quick recovery,2023-11-23,Thursday,12:00:00
Not needed,2023-11-23,Thursday,16:00:00
Quick recovery 🙏,2023-11-23,Thursday,12:00:00
Bola pamenepo,2023-11-23,Thursday,12:00:00
Chaii,2023-11-23,Thursday,15:00:00
Sad news,2023-11-23,Thursday,12:00:00
Quick recovery,2023-11-23,Thursday,12:00:00
Quick recovery blood❤️,2023-11-23,Thursday,17:00:00
Make dem no qualify o. Make Eagles no go waste the chance wey better team go use take play better football for AFCON,2023-11-23,Thursday,12:00:00
Umukoro Emma We've qualify since.,2023-11-23,Thursday,12:00:00
What did he play in super chicken draw that he is picking injury,2023-11-23,Thursday,13:00:00
Ukwa Emmy kikikikikikikik\ni,2023-11-23,Thursday,15:00:00
Ukwa Emmy 🤣🤣🤣🤣🤣 vawulence,2023-11-23,Thursday,21:00:00
Underated,2023-11-23,Thursday,12:00:00
Nothing special about him in super eagles colour,2023-11-23,Thursday,12:00:00
Oluseyi Martin Akinosun He's special to his club.,2023-11-23,Thursday,12:00:00
Dolapo Promise well he has to because they are d one paying his wages,2023-11-23,Thursday,12:00:00
Like say we Don qualify?,2023-11-23,Thursday,12:00:00
Wisdom Godswill Ezenwa\nWe've qualify already...The one they played last time was FIFA qualifier.,2023-11-23,Thursday,12:00:00
"Wisdom Godswill Ezenwa Na AFCON dem talk, no be World Cup. We done qualify for AFCON since!!!",2023-11-23,Thursday,14:00:00
Wisdom Godswill Ezenwa it's Afcon not world cup...,2023-11-23,Thursday,15:00:00
We no go miss stupid super chicken players,2023-11-23,Thursday,13:00:00
Groin dosent take time before healing. How come he wouldn't be part,2023-11-23,Thursday,14:00:00
This is gon' be a huge miss to this our super eagles team 💔💔💔🤦🏿\u200d♂️,2023-11-23,Thursday,12:00:00
Who?,2023-11-23,Thursday,16:00:00
1 Corinthians 10:12 (KJV) Wherefore let him that thinketh he standeth take heed lest he fall.,2023-11-23,Thursday,13:00:00
Wait how? 😳😈,2023-11-23,Thursday,12:00:00
This dude is CANCER to every team he's played for,2023-11-23,Thursday,12:00:00
Nigeria and Badluck 🤞,2023-11-23,Thursday,14:00:00
"Very sad,he is always injured",2023-11-23,Thursday,23:46:00
Doesn’t matter anyway Nigeria going home after group stages 😂,2023-11-23,Thursday,13:00:00
It doesn't matter still Nigeria 🇳🇬.\nWill win the Africa cup trophy 🏆 without him,2023-11-23,Thursday,12:00:00
Hmmm\nGet well soon,2023-11-23,Thursday,12:00:00
\U0001f979\U0001f979,2023-11-23,Thursday,12:00:00
💔,2023-11-23,Thursday,12:00:00
He looks like metta world peace,2023-11-23,Thursday,12:00:00
Kelechi and Victor are there,2023-11-23,Thursday,12:00:00
It's we'll get well soon bro,2023-11-23,Thursday,12:00:00
Get well soon ♥️💪,2023-11-23,Thursday,12:00:00
Chai 🤦\u200d♂️🤦\u200d♂️,2023-11-23,Thursday,12:00:00
All stars running to there various league forming injury Masters like the Napoli guy,2023-11-23,Thursday,13:00:00
Even if he's not injured Nigeria still won't win all these players are useless when it come to play for their country but doing so well at their club,2023-11-23,Thursday,12:00:00
Joseph Mbalee Our Best striker zoona,2023-11-23,Thursday,12:00:00
Very unfortunate,2023-11-23,Thursday,14:00:00
We have buniface,2023-11-23,Thursday,12:00:00
Rrriiiiiigghhtt,2023-11-23,Thursday,12:00:00
Village pple,2023-11-23,Thursday,12:00:00
